-0.25 205.812086628
-0.24 213.309940184
-0.23 218.951003094
-0.22 226.381034431
-0.21 232.869580936
-0.2 239.850961432
-0.19 251.414695473
-0.18 266.253620647
-0.17 285.083880748
-0.16 310.855140184
-0.15 342.601432131
-0.14 380.919406828
-0.13 435.317069595
-0.12 508.491044977
-0.11 601.29731219
-0.1 701.430693209
-0.09 818.712948713
-0.08 915.142720005
-0.07 994.58575767
-0.06 1077.65798905
-0.05 1115.27305566
-0.04 1115.61328647
-0.03 1114.93594536
-0.02 1124.74399767
-0.01 1148.17466341
0.0 1194.52176336
0.01 1190.14107132
0.02 1097.23590743
0.03 994.7890768
0.04 911.618463781
0.05 860.730047183
0.06 815.840418752
0.07 790.422372088
0.08 752.484924014
0.09 684.894892106
0.1 652.123518841
0.11 637.656089325
0.12 616.86112334
0.13 596.411185771
0.14 571.828795387
0.15 556.17713098
0.16 484.442029872
0.17 482.22665537
0.18 453.755751861
0.19 412.890924672
0.2 376.6294264
0.21 324.732348478
0.22 267.092201838
0.23 164.306865739
0.24 -8.17661670683
